urlid,label
7002,0
7313,0
9050,0
5518,0
10556,0
1078,0
9699,0
10445,0
8748,0
2960,0
4317,0
939,0
8423,0
5196,0
8151,0
7199,0
1574,0
8566,0
7389,0
1177,0
10282,0
10098,0
4512,0
4055,0
8431,0
4532,0
10450,0
5754,0
1882,0
1563,0
4871,0
8440,0
3253,0
8270,0
4610,0
9619,0
8786,0
2889,0
9781,0
5061,0
7059,0
2064,0
1587,0
1934,0
5516,0
9853,0
7867,0
1556,0
5495,0
4274,0
8177,0
9491,0
9813,0
2205,0
2710,0
2992,0
7998,0
6428,0
6638,0
3035,0
1578,0
1324,0
2316,0
9326,0
7359,0
7741,0
5143,0
8196,0
630,0
8481,0
8497,0
5409,0
5749,0
8219,0
9571,0
4886,0
5367,0
1185,0
8291,0
1590,0
7698,0
51,0
8784,0
3928,0
5987,0
7008,0
7482,0
9374,0
1296,0
10289,0
2986,0
4651,0
8594,0
7469,0
2871,0
1903,0
8571,0
4832,0
1242,0
7115,0
3599,0
2065,0
4529,0
763,0
6698,0
2002,0
2020,0
5229,0
8243,0
6936,0
9360,0
4360,0
7951,0
6701,0
7574,0
2426,0
1681,0
7135,0
3688,0
3872,0
558,0
2228,0
8170,0
7171,0
7756,0
3609,0
3985,0
1139,0
3453,0
7583,0
9788,0
10175,0
6059,0
104,0
10168,0
8902,0
5343,0
4239,0
6767,0
6269,0
6682,0
9558,0
2416,0
6592,0
6196,0
2751,0
3412,0
8302,0
1120,0
8005,0
6637,0
6440,0
6679,0
8039,0
5357,0
8844,0
2964,0
6040,0
7259,0
8974,0
7439,0
1045,0
7706,0
9724,0
3698,0
7339,0
1749,0
7257,0
2963,0
7775,0
10501,0
4258,0
7908,0
722,0
6519,0
6916,0
4456,0
2731,0
917,0
4107,0
7894,0
2540,0
8455,0
10406,0
8909,0
5489,0
306,0
3894,0
2735,0
4939,0
1551,0
777,0
2160,0
8599,0
2727,0
6362,0
1417,0
10343,0
4866,0
2682,0
9856,0
4498,0
7450,0
6899,0
5649,0
6086,0
1618,0
9926,0
2847,0
8099,0
5724,0
3358,0
8136,0
955,0
8819,0
5832,0
10413,0
6548,0
8407,0
10090,0
8564,0
808,0
5303,0
8913,0
9425,0
9543,0
1219,0
9575,0
4019,0
6223,0
9588,0
4739,0
10492,0
2017,0
5524,0
7449,0
5734,0
5456,0
797,0
5525,0
8265,0
1981,0
8977,0
6241,0
6021,0
7720,0
8632,0
6705,0
2476,0
3510,0
8887,0
10115,0
9061,0
5570,0
2763,0
1437,0
3448,0
3529,0
3156,0
4604,0
6776,0
10227,0
1545,0
10487,0
993,0
1161,0
7975,0
1591,0
7804,0
5048,0
10454,0
3567,0
5886,0
9937,0
3931,0
9706,0
10193,0
5569,0
9747,0
2217,0
5936,0
3885,0
1086,0
1799,0
9763,0
3299,0
8268,0
473,0
337,0
9381,0
6426,0
1210,0
4986,0
8285,0
2024,0
245,0
4807,0
2208,0
9835,0
8963,0
9946,0
5230,0
2788,0
674,0
1629,0
2300,0
169,0
3575,0
6910,0
1479,0
10498,0
8062,0
9672,0
9467,0
6763,0
8508,0
1034,0
3756,0
9263,0
8141,0
532,0
7022,0
4024,0
3298,0
5641,0
10455,0
5206,0
7005,0
8971,0
8358,0
257,0
78,0
6333,0
7969,0
2505,0
2004,0
3748,0
5668,0
365,0
9651,0
2324,0
3902,0
9294,0
5377,0
2817,0
7670,0
4755,0
255,0
2714,0
2922,0
5517,0
5157,0
64,0
5300,0
451,0
3941,0
326,0
3757,0
8798,0
2315,0
6755,0
2916,0
7406,0
3703,0
5403,0
622,0
9,0
5848,0
8670,0
1156,0
10179,0
2028,0
3924,0
620,0
1963,0
4537,0
8970,0
3024,0
6140,0
1866,0
4442,0
2312,0
6749,0
459,0
1516,0
8817,0
4912,0
2076,0
10023,0
7684,0
3531,0
6209,0
10508,0
8678,0
3541,0
1208,0
4090,0
1097,0
5099,0
2816,0
4291,0
1409,0
6401,0
4617,0
6111,0
6172,0
10357,0
8465,0
3867,0
9495,0
4348,0
7879,0
9273,0
3252,0
9167,0
2573,0
7395,0
9046,0
1526,0
9339,0
10301,0
7588,0
1104,0
1310,0
6631,0
10475,0
9090,0
1528,0
1657,0
1175,0
1895,0
3864,0
4700,0
3572,0
10507,0
269,0
5744,0
1687,0
3020,0
4974,0
5119,0
1916,0
6687,0
2197,0
8641,0
10073,0
1967,0
4999,0
9816,0
734,0
9665,0
5092,0
2591,0
9877,0
4601,0
7734,0
7185,0
6405,0
7003,0
928,0
6490,0
1586,0
10139,0
1192,0
10526,0
5544,0
8779,0
4497,0
3059,0
2181,0
2303,0
1190,0
1468,0
8771,0
8997,0
6365,0
10355,0
3478,0
3764,0
3542,0
4941,0
1840,0
463,0
7407,0
7711,0
6044,0
3750,0
10114,0
1332,0
425,0
3479,0
1979,0
2994,0
207,0
5820,0
9187,0
5423,0
2743,0
2902,0
9126,0
7903,0
4100,0
3578,0
6061,0
5081,0
4575,0
6695,0
5960,0
10186,0
6795,0
10022,0
5841,0
7481,0
9331,0
400,0
6907,0
10393,0
3709,0
4726,0
3007,0
4723,0
597,0
1810,0
4131,0
4697,0
8838,0
5956,0
4196,0
63,0
1714,0
904,0
9715,0
4,0
5462,0
259,0
5418,0
6849,0
9893,0
10003,0
4976,0
7611,0
900,0
3746,0
3893,0
2966,0
9667,0
9734,0
8123,0
8470,0
4058,0
4623,0
3782,0
7966,0
6003,0
2168,0
422,0
6381,0
1136,0
3443,0
2214,0
9973,0
1593,0
5474,0
812,0
4703,0
4294,0
10021,0
395,0
3237,0
9099,0
2401,0
10371,0
3420,0
3460,0
9088,0
5995,0
3084,0
3595,0
9524,0
167,0
9743,0
6109,0
433,0
6292,0
8125,0
4035,0
2929,0
8810,0
4403,0
3925,0
1290,0
3689,0
6709,0
8021,0
6237,0
1453,0
7340,0
6078,0
2369,0
1781,0
3830,0
7625,0
8150,0
1680,0
7077,0
3360,0
7927,0
244,0
8107,0
820,0
5915,0
924,0
9207,0
4077,0
6052,0
508,0
8105,0
4405,0
7558,0
6094,0
484,0
8927,0
310,0
8075,0
1094,0
3211,0
1700,0
4816,0
9354,0
8845,0
7530,0
1520,0
1087,0
5786,0
6847,0
999,0
5308,0
6569,0
10200,0
5868,0
1757,0
4625,0
2955,0
6187,0
9931,0
4883,0
2488,0
156,0
2820,0
1311,0
1517,0
3640,0
5763,0
6689,0
1193,0
8217,0
10327,0
5042,0
6903,0
2068,0
7614,0
8842,0
2445,0
10276,0
4931,0
6842,0
5927,0
6207,0
4539,0
8721,0
3618,0
2580,0
5321,0
3181,0
4742,0
3340,0
8310,0
3948,0
2126,0
10436,0
9635,0
9022,0
8576,0
2522,0
7341,0
7377,0
7636,0
2536,0
2706,0
4814,0
6032,0
2630,0
1857,0
5412,0
1957,0
9805,0
9256,0
1055,0
8439,0
317,0
6126,0
9970,0
6008,0
2811,0
10214,0
10337,0
6563,0
5611,0
6358,0
8446,0
974,0
4839,0
4806,0
4597,0
4649,0
7744,0
5826,0
6118,0
6785,0
301,0
3192,0
9854,0
9227,0
4768,0
2961,0
4564,0
2484,0
1606,0
2864,0
2884,0
2753,0
4366,0
2470,0
6369,0
2754,0
2501,0
8890,0
2093,0
4937,0
2850,0
3706,0
6645,0
5799,0
4229,0
4900,0
7883,0
4629,0
6459,0
10381,0
220,0
761,0
4264,0
6633,0
1424,0
7017,0
6901,0
7126,0
881,0
6382,0
7502,0
1911,0
3076,0
9281,0
1534,0
8378,0
4717,0
7012,0
9028,0
5407,0
274,0
9465,0
5164,0
937,0
5264,0
8051,0
10304,0
2403,0
1697,0
8142,0
3734,0
8487,0
5123,0
8726,0
2336,0
7376,0
2793,0
1998,0
319,0
6783,0
6911,0
3078,0
3310,0
4790,0
2712,0
2968,0
7777,0
10442,0
1654,0
10438,0
4509,0
3963,0
5043,0
5421,0
6465,0
8034,0
806,0
1090,0
1566,0
10187,0
2634,0
569,0
135,0
3732,0
6247,0
10466,0
8429,0
6725,0
6128,0
8496,0
2433,0
5552,0
7122,0
376,0
796,0
6121,0
8960,0
5686,0
2213,0
6602,0
3357,0
1997,0
691,0
4370,0
9660,0
7189,0
6660,0
2074,0
5375,0
1816,0
9802,0
7654,0
3784,0
9604,0
6397,0
7125,0
1460,0
5718,0
5452,0
7064,0
8272,0
3620,0
2772,0
5150,0
125,0
1005,0
616,0
9056,0
3972,0
746,0
10286,0
723,0
1283,0
8009,0
8509,0
8220,0
7393,0
8499,0
3789,0
9658,0
8171,0
1985,0
733,0
6706,0
6282,0
7243,0
3995,0
4375,0
1647,0
9306,0
9272,0
9464,0
5340,0
5475,0
4911,0
9315,0
811,0
6395,0
3229,0
2250,0
8433,0
10428,0
10461,0
8408,0
3945,0
863,0
4683,0
1162,0
9132,0
1076,0
7236,0
3218,0
6866,0
4997,0
9121,0
8696,0
3313,0
1421,0
80,0
8163,0
4583,0
4053,0
8693,0
4139,0
6976,0
3549,0
5534,0
1638,0
6375,0
1008,0
9120,0
8071,0
3266,0
10482,0
5288,0
6302,0
2183,0
9199,0
5441,0
4418,0
7287,0
1532,0
2978,0
1230,0
6423,0
9643,0
5142,0
9368,0
6132,0
9031,0
4767,0
844,0
10296,0
9045,0
10469,0
9223,0
9340,0
1226,0
686,0
4037,0
7620,0
9322,0
2943,0
6549,0
8124,0
1803,0
8025,0
368,0
3660,0
4943,0
9143,0
958,0
4272,0
200,0
7314,0
7827,0
252,0
2242,0
2804,0
8802,0
7645,0
7228,0
9200,0
4738,0
4513,0
7999,0
3938,0
8127,0
9265,0
7353,0
4772,0
4461,0
1335,0
9018,0
10460,0
7956,0
1238,0
2552,0
6517,0
5925,0
7413,0
3728,0
1103,0
3704,0
8413,0
4533,0
5449,0
7306,0
1401,0
7365,0
8363,0
3656,0
5683,0
1940,0
8674,0
6745,0
4431,0
2263,0
7506,0
4059,0
4588,0
8692,0
7258,0
5448,0
8865,0
1119,0
7642,0
9981,0
181,0
7528,0
9086,0
4963,0
5292,0
1254,0
2125,0
5601,0
2758,0
1922,0
5440,0
3001,0
4011,0
8604,0
2779,0
1568,0
10123,0
9053,0
8028,0
82,0
2845,0
10221,0
8598,0
5011,0
7401,0
8687,0
8767,0
10046,0
1920,0
4364,0
9395,0
3602,0
9038,0
7786,0
5106,0
9337,0
1575,0
10291,0
2965,0
1478,0
3625,0
7329,0
4116,0
9136,0
6870,0
4073,0
7863,0
7437,0
278,0
1977,0
8570,0
6800,0
8964,0
7534,0
6539,0
645,0
8223,0
610,0
1512,0
8340,0
4524,0
7465,0
6313,0
1873,0
1015,0
444,0
4967,0
8988,0
3199,0
8020,0
6103,0
362,0
7325,0
5730,0
10448,0
1452,0
6669,0
7892,0
7859,0
5866,0
2970,0
9609,0
893,0
4176,0
4280,0
3970,0
4516,0
7503,0
7955,0
9852,0
8380,0
9284,0
10386,0
4004,0
5328,0
9274,0
4646,0
396,0
5513,0
4117,0
3751,0
9767,0
1071,0
7812,0
5059,0
2667,0
9304,0
10385,0
7930,0
5225,0
9839,0
2831,0
2387,0
3433,0
5101,0
6357,0
5476,0
3807,0
10232,0
1508,0
6993,0
5505,0
6009,0
5301,0
6766,0
2248,0
8572,0
852,0
7871,0
6926,0
10220,0
9007,0
6990,0
2012,0
5645,0
9091,0
3797,0
7201,0
672,0
1257,0
2010,0
8222,0
9636,0
2746,0
2919,0
5231,0
5625,0
10254,0
2651,0
1740,0
3212,0
10502,0
7139,0
7210,0
10049,0
1621,0
2301,0
5798,0
3812,0
6190,0
5503,0
9972,0
5646,0
2003,0
1069,0
9656,0
279,0
4328,0
7105,0
1643,0
3108,0
3106,0
1626,0
9838,0
6994,0
3463,0
781,0
4337,0
1639,0
416,0
7687,0
9610,0
2519,0
10210,0
8633,0
1276,0
4764,0
7674,0
6550,0
3853,0
341,0
6258,0
1884,0
2855,0
2196,0
5326,0
6380,0
5580,0
4563,0
10414,0
3226,0
3175,0
9457,0
1705,0
5910,0
375,0
10333,0
3852,0
1971,0
8720,0
1860,0
10349,0
4605,0
7358,0
8258,0
5678,0
694,0
8482,0
1924,0
3716,0
3282,0
5746,0
1518,0
8741,0
7630,0
8276,0
6939,0
1435,0
8157,0
1041,0
4478,0
8307,0
2094,0
5916,0
9848,0
4803,0
2147,0
295,0
861,0
3822,0
5609,0
9450,0
4122,0
10558,0
4285,0
6184,0
7295,0
1926,0
5026,0
7952,0
4194,0
639,0
2130,0
3119,0
3251,0
5803,0
9553,0
5937,0
2133,0
693,0
5944,0
2227,0
9915,0
4044,0
6033,0
3270,0
7050,0
6185,0
7984,0
2109,0
2244,0
2481,0
4332,0
6016,0
10162,0
2453,0
6228,0
6166,0
1411,0
254,0
7479,0
1476,0
7801,0
4988,0
4694,0
10194,0
2574,0
8334,0
419,0
8643,0
2548,0
4615,0
8772,0
10463,0
6756,0
1503,0
4095,0
1723,0
8829,0
10085,0
4796,0
9756,0
2158,0
7273,0
3056,0
656,0
3074,0
4661,0
3958,0
4311,0
8375,0
7442,0
3839,0
6179,0
3786,0
8520,0
3664,0
2014,0
8298,0
4220,0
10127,0
6182,0
3206,0
8503,0
5682,0
5699,0
6215,0
1394,0
9582,0
10070,0
4940,0
4193,0
3400,0
4785,0
7460,0
5838,0
2503,0
2730,0
7156,0
5511,0
438,0
2233,0
2016,0
139,0
384,0
2313,0
5145,0
7864,0
1195,0
5365,0
6977,0
10001,0
567,0
9950,0
157,0
6553,0
7337,0
349,0
4874,0
10313,0
8421,0
9469,0
9314,0
3663,0
7216,0
8871,0
5743,0
2072,0
2654,0
5908,0
9863,0
457,0
6965,0
3030,0
7765,0
748,0
6304,0
9606,0
10351,0
406,0
8120,0
8486,0
6998,0
77,0
841,0
7709,0
7404,0
5606,0
965,0
3163,0
10192,0
6163,0
9865,0
9518,0
1267,0
2051,0
2046,0
1464,0
2153,0
6612,0
4971,0
866,0
4124,0
5086,0
4351,0
8101,0
7912,0
2504,0
2837,0
2034,0
4844,0
7780,0
5901,0
3296,0
7299,0
8574,0
7472,0
2276,0
5980,0
3184,0
4359,0
1064,0
9039,0
6376,0
1706,0
7970,0
3540,0
1407,0
4561,0
6691,0
7172,0
1923,0
4407,0
6777,0
2600,0
1936,0
9778,0
2766,0
6668,0
9013,0
4319,0
3263,0
1612,0
5132,0
216,0
7232,0
9373,0
5030,0
10107,0
8309,0
8449,0
6961,0
4954,0
7344,0
8146,0
1132,0
6145,0
1353,0
3624,0
5058,0
9789,0
7290,0
8583,0
1088,0
9210,0
8240,0
3326,0
6315,0
8410,0
4535,0
5991,0
1874,0
1898,0
3557,0
8587,0
4190,0
7261,0
6854,0
9375,0
6317,0
7713,0
7058,0
7628,0
3513,0
7953,0
3445,0
8461,0
2834,0
3414,0
9262,0
9235,0
3146,0
3379,0
1701,0
5527,0
8031,0
4032,0
9782,0
7656,0
2985,0
9334,0
3343,0
4760,0
10311,0
2609,0
5117,0
6724,0
671,0
798,0
2341,0
4262,0
1950,0
799,0
2575,0
660,0
6432,0
3168,0
7435,0
4010,0
2882,0
5930,0
7716,0
4054,0
3148,0
670,0
3519,0
5770,0
8876,0
8357,0
1620,0
8558,0
6786,0
3825,0
5857,0
7685,0
3947,0
6449,0
8636,0
6046,0
3205,0
9435,0
6865,0
281,0
6922,0
3536,0
4555,0
5364,0
2483,0
3524,0
3117,0
1152,0
3912,0
1297,0
2896,0
5804,0
5722,0
189,0
2376,0
4635,0
4801,0
5972,0
2461,0
1168,0
5136,0
7806,0
2559,0
2139,0
10562,0
1497,0
4757,0
1354,0
5896,0
6453,0
1426,0
4271,0
7673,0
7782,0
8181,0
1797,0
8615,0
3097,0
5306,0
9633,0
8700,0
9876,0
8045,0
7750,0
6370,0
7093,0
8018,0
1118,0
4849,0
9627,0
829,0
4164,0
1707,0
6752,0
6236,0
4052,0
5283,0
2856,0
4630,0
9563,0
6576,0
5721,0
4305,0
8972,0
1694,0
3582,0
3913,0
470,0
4195,0
3422,0
9744,0
4206,0
7971,0
141,0
1994,0
1602,0
1031,0
9150,0
8528,0
7545,0
7448,0
1821,0
10075,0
5242,0
822,0
4826,0
910,0
10147,0
2018,0
8916,0
4880,0
184,0
6081,0
4281,0
7418,0
6054,0
7972,0
4894,0
5313,0
5046,0
7183,0
5347,0
5051,0
495,0
5985,0
1227,0
7594,0
6178,0
9344,0
3681,0
2805,0
8237,0
5139,0
2347,0
1978,0
7824,0
873,0
2569,0
4704,0
6974,0
4454,0
35,0
8231,0
9280,0
6567,0
2088,0
925,0
9958,0
5234,0
7623,0
6074,0
8115,0
10462,0
5008,0
1256,0
5001,0
6885,0
7509,0
6251,0
7250,0
9502,0
267,0
4109,0
819,0
9397,0
3707,0
870,0
10203,0
9241,0
5215,0
982,0
3878,0
1847,0
10457,0
7811,0
6205,0
8311,0
7657,0
8174,0
2119,0
7893,0
7754,0
3684,0
3585,0
300,0
9176,0
5879,0
1457,0
5040,0
1862,0
9749,0
161,0
6134,0
4995,0
54,0
5125,0
2032,0
8210,0
3816,0
1769,0
6156,0
8667,0
2974,0
3417,0
2835,0
1668,0
10028,0
5619,0
3169,0
9153,0
8746,0
8049,0
10564,0
8691,0
2765,0
52,0
2663,0
3014,0
9453,0
8078,0
2356,0
7595,0
2195,0
7633,0
1259,0
5214,0
531,0
2398,0
5458,0
2794,0
153,0
256,0
8787,0
4496,0
9649,0
461,0
502,0
529,0
5529,0
9391,0
1032,0
9896,0
5557,0
1836,0
3476,0
7104,0
5480,0
1717,0
1333,0
1806,0
8297,0
2806,0
3407,0
10518,0
6043,0
8857,0
8456,0
427,0
4028,0
1988,0
7354,0
2393,0
452,0
5445,0
7637,0
5486,0
4175,0
6068,0
8968,0
9384,0
7470,0
9319,0
5817,0
10294,0
1313,0
10181,0
5269,0
127,0
989,0
10234,0
4799,0
3834,0
9206,0
4753,0
4437,0
3520,0
10124,0
1318,0
2055,0
690,0
1294,0
6522,0
4453,0
624,0
2863,0
4922,0
4120,0
8164,0
2317,0
6058,0
1428,0
3577,0
5811,0
1430,0
4488,0
9634,0
4482,0
4580,0
2571,0
10499,0
3932,0
377,0
5851,0
6384,0
6470,0
8505,0
4268,0
10397,0
4309,0
1949,0
2097,0
9709,0
4936,0
4033,0
3828,0
8862,0
374,0
401,0
10015,0
7613,0
4397,0
2329,0
4733,0
1552,0
2486,0
940,0
7118,0
8060,0
1550,0
6202,0
8980,0
8162,0
10066,0
7981,0
7336,0
6277,0
1670,0
6007,0
7832,0
2612,0
8320,0
1779,0
6107,0
2537,0
2726,0
8717,0
2201,0
6276,0
3293,0
7907,0
7321,0
840,0
1081,0
8289,0
343,0
8184,0
7166,0
8805,0
9407,0
5573,0
9330,0
2215,0
4105,0
7699,0
5850,0
10228,0
638,0
5633,0
5919,0
4573,0
7164,0
5093,0
9815,0
8411,0
8955,0
9556,0
7349,0
8436,0
2631,0
2739,0
3930,0
6833,0
9186,0
3150,0
8328,0
4006,0
3065,0
3305,0
2506,0
9737,0
5178,0
9452,0
10111,0
1652,0
10134,0
7247,0
4363,0
1712,0
4232,0
5626,0
3049,0
5397,0
8637,0
8785,0
4438,0
1410,0
6902,0
187,0
3883,0
3988,0
5620,0
2904,0
3926,0
9020,0
2947,0
2364,0
5291,0
7078,0
4477,0
4333,0
9247,0
6957,0
7281,0
4012,0
975,0
8037,0
10408,0
2900,0
6457,0
9292,0
2115,0
9001,0
8981,0
6085,0
49,0
210,0
1607,0
5256,0
3170,0
147,0
7627,0
83,0
3686,0
5133,0
935,0
2875,0
7277,0
55,0
1253,0
3406,0
2474,0
8451,0
7301,0
8466,0
7499,0
4926,0
9033,0
3999,0
1017,0
947,0
7798,0
6280,0
6393,0
8056,0
9003,0
4481,0
5134,0
4804,0
34,0
5659,0
4519,0
6272,0
765,0
3752,0
1753,0
2123,0
1802,0
7678,0
4547,0
3793,0
7453,0
5330,0
4093,0
2362,0
7116,0
3135,0
10536,0
8484,0
9002,0
10204,0
7570,0
1275,0
3630,0
9096,0
3475,0
4818,0
2019,0
10402,0
643,0
9927,0
2827,0
288,0
7886,0
6584,0
5554,0
6329,0
1233,0
2541,0
1150,0
8459,0
1814,0
5564,0
4306,0
2144,0
9792,0
4634,0
10084,0
9847,0
8510,0
8921,0
2509,0
2111,0
7505,0
556,0
9596,0
1863,0
8172,0
8404,0
3607,0
7802,0
3503,0
5624,0
331,0
542,0
9705,0
3592,0
5018,0
5800,0
8651,0
7600,0
9509,0
5431,0
7454,0
8106,0
3137,0
702,0
6287,0
5657,0
8027,0
5350,0
30,0
2677,0
3898,0
9451,0
9949,0
8074,0
6618,0
8351,0
7861,0
8914,0
9820,0
9148,0
1334,0
1684,0
6414,0
6967,0
1726,0
9178,0
6642,0
1024,0
6437,0
7042,0
5319,0
4594,0
3702,0
4882,0
4243,0
4750,0
5735,0
1432,0
7576,0
7455,0
5563,0
2291,0
5386,0
8490,0
2357,0
5473,0
7091,0
2464,0
2801,0
6604,0
2122,0
4320,0
1841,0
8129,0
3149,0
10525,0
1869,0
8664,0
1941,0
5216,0
7993,0
7327,0
4076,0
6544,0
3300,0
9139,0
6761,0
2220,0
5661,0
1676,0
1572,0
9545,0
212,0
2498,0
5758,0
241,0
7872,0
10546,0
9615,0
882,0
5753,0
547,0
10275,0
7686,0
6508,0
4296,0
6625,0
404,0
1289,0
5239,0
10261,0
2649,0
9886,0
5341,0
869,0
5533,0
1560,0
9892,0
1933,0
5885,0
7833,0
7296,0
7373,0
8983,0
5842,0
2194,0
132,0
2659,0
7896,0
7887,0
5745,0
2409,0
2253,0
1434,0
6946,0
6510,0
6982,0
8999,0
5170,0
10158,0
234,0
9034,0
3801,0
3887,0
10361,0
5385,0
6575,0
3560,0
2112,0
4307,0
8704,0
10476,0
4637,0
2953,0
1320,0
3264,0
7904,0
9144,0
4494,0
4819,0
3781,0
3459,0
5681,0
6507,0
3722,0
398,0
9377,0
978,0
3104,0
2693,0
3803,0
9533,0
1173,0
10307,0
10326,0
5113,0
1116,0
10452,0
8013,0
6491,0
9906,0
7531,0
102,0
5233,0
1661,0
8280,0
1000,0
3743,0
1501,0
3809,0
8647,0
1959,0
1690,0
5498,0
837,0
8788,0
4114,0
1413,0
6836,0
4240,0
1908,0
5750,0
10087,0
2680,0
4323,0
4439,0
8517,0
933,0
33,0
4295,0
3258,0
7497,0
9276,0
9811,0
3833,0
7682,0
1748,0
3693,0
3608,0
10230,0
5468,0
10464,0
6932,0
3616,0
9603,0
10394,0
5509,0
3731,0
5827,0
10527,0
7004,0
3210,0
59,0
2660,0
1909,0
8569,0
2862,0
5966,0
2639,0
6838,0
9527,0
5345,0
7702,0
3242,0
6516,0
10412,0
8213,0
2598,0
6193,0
9593,0
6646,0
5388,0
6413,0
1540,0
8660,0
2999,0
3194,0
9437,0
9473,0
877,0
9640,0
4434,0
8385,0
2542,0
3281,0
7820,0
1418,0
6079,0
3685,0
9361,0
3364,0
7495,0
8226,0
8043,0
9924,0
6018,0
3,0
4592,0
